name,religion,dob,image_urls,political_carrer,civil_status,images,party,occupation
"Hon. Dassanayaka, K.H.W. Somasara, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2139.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2139.jpg', 'path': 'full/2bb7931d90b52b33ae36a7275713369201ada732.jpg', 'checksum': '1536fb4747dbb37912a006f47fce77d3'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Dasanayaka, Dasanayaka Mudiyanselage, M.P.", : Buddhism, : 29-04-1953,http://parliament.lk/uploads/images/members/profile_images/thumbs/111.jpg,Active Member of SLFP from its begining., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/111.jpg', 'path': 'full/1933b30372727b44d0d08b8418589f7d8e483185.jpg', 'checksum': '9727e64b96bc3f1e7181d8b153d7bc12'}]",United People's Freedom Alliance(UPFA), : Businessman.
"Hon. (Mrs.) Daniel, Mahahitana Arachchige Rupa Sriyani, M.P.", : Buddhism, : 24-12-1951,http://parliament.lk/uploads/images/members/profile_images/thumbs/2138.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2138.jpg', 'path': 'full/ea4774ee84c694140a8651edde83d4ff0a29d25e.jpg', 'checksum': '6a52df9d16c45ddef57b01d90ee36420'}]",United National Party (UNP),
"Hon. Daniel, Mahahitana Arachchige Anura, M.P.",, : 24-10-1953,http://parliament.lk/uploads/images/members/profile_images/thumbs/2846.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2846.jpg', 'path': 'full/8d86bebf93d4e30dd851e64a0bbded584adecbc8.jpg', 'checksum': 'b12e6e697a43fd287619f7d96eaa91aa'}]",United National Party (UNP),
"Hon. Daniel, Mahahitana Arachchige, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. (Dr.) Dahanayake, Wijayananda, M.P.",, : 22-10-1902,http://parliament.lk/uploads/images/members/profile_images/thumbs/2135.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2135.jpg', 'path': 'full/f3f8e5f11a2782aaa02311f53edae6d4e824db51.jpg', 'checksum': '5435e6f8ad1d78f97a3e96b61368ed33'}]",United National Party (UNP),
"Hon. Franciscu, Thomaratne Don, M.P.",, : 16-02-1926,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Dahanayake, Wijesekara Sumanapala, M.P.",, : 04-02-1929,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Forbes, Oswald Boyd (Colonel), M.P.",, : 10-08-1887,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Fonseka, Wanniarachchige Martinus Bibile, M.P.",, : 19-11-1912,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fonseka, Hewafonsekage Augusteenu, M.P.",, : 25-07-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Fonseka, Gampolage Pathmin, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fonseka, Gamini, M.P.", : Buddhism, : 21-03-1936,http://parliament.lk/uploads/images/members/profile_images/thumbs/2241.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2241.jpg', 'path': 'full/0155e91ecee3e88b54cb38d96f5e537816206884.jpg', 'checksum': '0ebf24c776a8a298030f2b01744d9549'}]",United National Party (UNP),
"Hon. Fernando, Weerahennedige Theodore Wilfred Meryl, M.P.",, : 18-04-1923,http://parliament.lk/uploads/images/members/profile_images/thumbs/2233.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2233.jpg', 'path': 'full/db082ae070893a2f32deb970d086380e1536d789.jpg', 'checksum': '6013550c16f32d23da679d54e0617dac'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Fernando, Warushahennedige Leo, M.P.",, : 18-11-1895,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fernandopulle, Jeyaraj, M.P.", : Roman Catholicism, : 11-01-1953,http://parliament.lk/uploads/images/members/profile_images/thumbs/136.jpg,-, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/136.jpg', 'path': 'full/1b2115ec50816b87f8eed4015d77d2a7982e99ee.jpg', 'checksum': '3b62959c68b75b829ab972919d9dea89'}]",United People's Freedom Alliance(UPFA), : Attorney-at-Law
"Hon. Fernando, Wattage Ithalis, M.P.", : Buddhism, : 25-10-1917,http://parliament.lk/uploads/images/members/profile_images/thumbs/2239.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2239.jpg', 'path': 'full/f0c831de7815fe7ab3ff91888ed2717860ef032b.jpg', 'checksum': 'c30868ae58567bfcce9c736d47cf9152'}]",United National Party (UNP),
"Hon. Fernando, Warnakulasuriya Theres Yvonne Sriyani, M.P.", : Roman Catholicism, : 19-04-1948,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",People's Alliance (PA),
"Hon. Fernando, Warnakulasuriya Ichchampullige Hugh, M.P.", : Roman Catholicism, : 17-11-1916,http://parliament.lk/uploads/images/members/profile_images/thumbs/2237.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2237.jpg', 'path': 'full/0c672583598daa589777f3ab082265c9daec952e.jpg', 'checksum': '79a252929d770acc72ba8166cb995bea'}]",United National Party (UNP),
"Hon. Fernando, Tyronne Lyle Delano, M.P.",, : 08-08-1941,http://parliament.lk/uploads/images/members/profile_images/thumbs/134.jpg,Involved in active politics from 1977, : Divorced,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/134.jpg', 'path': 'full/8654a799dbd5b204990eb96f4ddda5fab7b42bc7.jpg', 'checksum': 'd5cb807bde5cb39c3f569260f6269349'}]",United National Party (UNP), : Attorney-at-Law
"Hon. Fernando, Thomas Quentin, M.P.",, : 17-11-1896,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fernando, Thanthulage William, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Fernando, Mihindukulasuriya Julian Joseph, M.P.",, : 15-08-1896,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
"Hon. (Dr.) Fernando, Sirikkaththuge Neville Arthur, M.P.", : Buddhism, : 09-03-1931,http://parliament.lk/uploads/images/members/profile_images/thumbs/2231.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2231.jpg', 'path': 'full/41e18347f21d0cf975fd8068ce696b22bf6144b1.jpg', 'checksum': 'a64cc96a5fe5020cdc3661fe924ed671'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Fernando, Nicholas Denzil, M.P.", : Roman Catholicism, : 24-03-1923,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fernando, Merennage Maurice Ruskin, M.P.",, : 12-12-1916,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Fernando, Kachchakaduge Godfrey Joseph, M.P.", : Roman Catholicism, : 17-02-1942,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",People's Alliance (PA),
"Hon. (Dr.) Fernando, Hector Hieronymus, M.P.",, : 30-09-1903,http://parliament.lk/uploads/images/members/profile_images/thumbs/2227.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2227.jpg', 'path': 'full/b8e533f6799b034dfce7daf9d219148479cb61e8.jpg', 'checksum': 'c17db2e6e1769e7e494d359295ac34fd'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Fernando, Elabadage Nimal Upatissa, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Janatha Vimukthi Peramuna (JVP),
"Hon. Fernando, Andige Jinadasa, M.P.",, : 13-12-1915,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Fellows-Gorden, Abdy, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. (Mrs.) FERIAL ISMAIL ASHRAFF, M.P.,, M.P.", : Islam, : 20-08-1953,http://parliament.lk/uploads/images/members/profile_images/thumbs/62.jpg,-, : Widow ,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/62.jpg', 'path': 'full/4f2ccf08a8966d9ff8efd187a53c058a6b2965fe.jpg', 'checksum': '37a111d0bc3fe994fda77f6d64481869'}]",United People's Freedom Alliance(UPFA),
"Hon. FELIX PERERA, M.P.,, M.P.", : Roman Catholicism, : 19-08-1945,http://parliament.lk/uploads/images/members/profile_images/thumbs/130.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/130.jpg', 'path': 'full/e66c72c1ec9f75be837f22b56ba5a99b21d3ba37.jpg', 'checksum': '2eaaaeac27807c8deb9baffb78ac920e'}]",United People's Freedom Alliance(UPFA),
"Hon. Farook, Unus Lebbe Mohamed, M.P.", : Islam, : 20-06-1941,http://parliament.lk/uploads/images/members/profile_images/thumbs/2224.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2224.jpg', 'path': 'full/f0e13305d8b49bb5921d6971a35df74410008d81.jpg', 'checksum': '320873559edf6344703029af85573211'}]",United National Party (UNP),
"Hon. Fareed, Razik, M.P.",, : 29-12-1893,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Ellawala, Nalanda Sampath, M.P.",, : 26-03-1967,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Single,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",People's Alliance (PA),
"Hon. Ellawala, Nanda Sydney, M.P.",, : 15-10-1939,http://parliament.lk/uploads/images/members/profile_images/thumbs/2220.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2220.jpg', 'path': 'full/352af48d9cb1dd99adaba6b42917cfed5b034ffe.jpg', 'checksum': 'd7b93da8d47776a06b5b3359b8db2693'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Ekanayake, Karapperu Wijetunge Rajapakse Mudiyansele, M.P.", : Buddhism, : 10-09-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ekanayake, Ekanayake Mudiyanselage Sudu Bandara, M.P.",, : 29-11-1906,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ekanayake, Ekanayake Mudiyanselage Ran Banda, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ekanayake, Ekanayake Mudiyanselage Herath Banda, M.P.",, : 25-12-1927,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ediriweera, Madurapala, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2213.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2213.jpg', 'path': 'full/e4fb3191debff69cea6ed9a768922feee9dedeb8.jpg', 'checksum': 'd93702066d073a9697155705c28c6d3d'}]",United National Party (UNP),
"Hon. W.B. EKANAYAKE, M.P.,, M.P.", : Buddhism, : 19-03-1948,http://parliament.lk/uploads/images/members/profile_images/thumbs/67.jpg,Chairman - Provincial Council; Minister - Provincial Council; Opposition Leader - Provincial Council., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/67.jpg', 'path': 'full/352527bcc1dd6c7a0382993b74069a67bb5981b5.jpg', 'checksum': '743cc79820627f162f350e14db610ca9'}]",United People's Freedom Alliance(UPFA), : Farming
"Hon. Ekanayake, Appuhamige Dingiri Banda, M.P.", : Buddhism, : 12-09-1946,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Edirisuriya, Tennyson, M.P.", : Buddhism, : 15-03-1938,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Edirisuriya, Charles Francis Warnakula, M.P.",, : 03-08-1895,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Ebrahim, Meerakkuddy Mohamed, M.P.",, : 02-10-1898,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. EARL GUNASEKARA, M.P.,, M.P.", : Buddhism, : 12-07-1960,http://parliament.lk/uploads/images/members/profile_images/thumbs/88.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/88.jpg', 'path': 'full/b63f54874822db70f5829fdecdc47590b6a444da.jpg', 'checksum': '979ffb578c2f62191a16b341b1750f3d'}]",United National Party (UNP), : Businessman
"Hon. Gunawardena, Don Philip Rupasinghe, M.P.", : Buddhism, : 11-01-1901,http://parliament.lk/uploads/images/members/profile_images/thumbs/2289.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2289.jpg', 'path': 'full/b3db5cc74eaed978498c14350ea3e2967e6ef595.jpg', 'checksum': 'd8cdba4be1f67e736643240a03052ac7'}]",Mahajana Eksath Peramuna (MEP),
